[12:21] 各位线上的朋友大家午安
[01:24:49] 就是那个股东的总回报啊
[01:24:51] 哦
[01:24:52] 跟他的这个呃
[01:24:53] 同行的这个peer比起来
[01:24:54] 有大概3.6倍
[01:24:55] 哦
[01:24:56] 然后呢
[01:24:57] 这个投入资本的报酬率呢
[01:24:58] 2.7倍
[01:24:59] 哦
[01:24:59] 然后呢
[01:25:00] 这个营业利润率呢
[01:25:01] 大概1.6倍哦
[01:25:02] 专利数量3.5倍等等
[01:25:03] 那
[01:25:04] 总结来讲就是说呢
[01:25:05] AI走的月前面的企业呢
[01:25:07] 我们发现啊
[01:25:07] 他在那个整个呃
[01:25:09] 财务表现上面也更好
[01:25:10] 好
[01:25:12] 那我们现在呢
[01:25:13] 开始来解构一下啊
[01:25:14] 这些领先企业啊
[01:25:15] 跟落后企业啊
[01:25:16] 就是换句话说呢
[01:25:17] 右边的两
[01:25:18] 两坨人跟左边的两坨人
[01:25:19] 主要差别在哪里啊
[01:25:21] 那我们简单总结
[01:25:22] 三大差别啊
[01:25:23] 第一大差别呢
[01:25:24] 我刚才已经跟各位说了啊
[01:25:25] 就是我们年初的那个
[01:25:27] 那个
[01:25:27] 那个问卷也是
[01:25:28] 一样的结果就是
[01:25:29] 对领先企业来讲啊
[01:25:32] AI转型是一个
[01:25:33] 自上而下啊
[01:25:34] 推动的策略
[01:25:36] 那这个东西非常的重要啊
[01:25:38] 我我我等一下来来打开来讲一下
[01:25:40] 这是什么意思啊
[01:25:40] 简单来说呢
[01:25:42] 这些AI的转型啊
[01:25:43] 很多都是呢
[01:25:44] 大部分都是CEO在主导的
[01:25:45] 那当然啦
[01:25:46] 有部分的公司呢
[01:25:47] 因为这个比方说
[01:25:48] 那个chairman本身不是CEO
[01:25:50] 所以可能chairman不是主导者
[01:25:52] 但是是CEO的主导等等啊
[01:25:54] 但基本上呢
[01:25:55] 都是公司里面哦
[01:25:57] 在掌舵的人哦
[01:25:58] 直接从上而下来主导
[01:25:59] 这个AI的转型
[01:26:00] 好那这个东西呢
[01:26:01] 其实还挺重要的
[01:26:02] 因为我们在台湾的这些
[01:26:04] 呃这个企业也观察到啊
[01:26:06] 台湾有很多的公司哦
[01:26:08] 他们呢
[01:26:09] 基本上老板是理解AI的重要的
[01:26:11] 可是呢
[01:26:12] 当他呢
[01:26:12] 提到AI转型的时候呢
[01:26:14] 他可能就头一转哦
[01:26:15] 转呢
[01:26:15] 看一看
[01:26:16] 比方说
[01:26:16] 看看IT的这个
[01:26:18] 这个这个IT的head
[01:26:19] 或是今天有些是CIO
[01:26:21] 把这个AI转型呢
[01:26:23] 这个整包交给他来负责
[01:26:24] 好那像这种呢
[01:26:25] 其实就不是呢
[01:26:26] 一个非常好的做法啊
[01:26:28] 原因呢
[01:26:29] 我先简单讲一下
[01:26:30] 大的原因就是因为呢
[01:26:31] 你会发现哦
[01:26:32] AI转型啊
[01:26:33] 关键不是在AI
[01:26:34] 而是在转型的
[01:26:35] 好那一去遇到转型呢
[01:26:37] 其实你就会牵扯到呢
[01:26:39] 组织哦
[01:26:40] 上面的一些
[01:26:41] 不管是变动也好啦
[01:26:42] 或是组织上面的决策
[01:26:43] 跨部门上面
[01:26:45] 怎么的协作等等
[01:26:46] 所以呢
[01:26:47] 有很多的管理问题哦
[01:26:48] 是需要呢
[01:26:49] 公司最高的这个负责人哦
[01:26:51] 亲自下来来做协调的
[01:26:53] 好而不是呢
[01:26:54] 交给部门长哦
[01:26:55] 来往前推的
[01:26:56] 好所以我们看到呢
[01:26:57] 第一个大的不同就是呢
[01:26:58] AI转型是一个
[01:26:59] 至上而下的哦
[01:27:00] 至上而下是非常重要的一个关键字哦
[01:27:02] 那这里面呢
[01:27:03] 其实当然包括呢
[01:27:04] 至上而下要制定目标
[01:27:06] 好那这个目标是什么呢
[01:27:07] 比方说
[01:27:08] 哎他呢可能就是说
[01:27:10] 哎今天我一定要利用AI
[01:27:11] 好让我公司呢
[01:27:12] 比方研发这个这个速度哦
[01:27:14] 以前呢一个产品要一年
[01:27:16] 我现在要收到三个月
[01:27:17] 好这种至上而下的目标哦
[01:27:19] 或是这个这个这个价值的目标哦
[01:27:22] 是是需要由上面来定下来的
[01:27:24] 好然后呢也包括呢
[01:27:26] 今天呢怎么样确保呢
[01:27:27] 公司的投资啊
[01:27:28] 的额度大概多少等等
[01:27:29] 这个当然跟你要实现的价值的目标
[01:27:32] 有有有直接的关系啊
[01:27:33] 但关键就是说
[01:27:34] 这个东西是从上而下来定下来
[01:27:36] 而不是呢
[01:27:37] 今天呢问呢
[01:27:38] 这个部门长就说
[01:27:39] 哎比方说你是这个制造部门的
[01:27:41] 好对的这个这个部门长
[01:27:43] 有可能是VP吧
[01:27:44] 然后叫他来自己定个目标
[01:27:46] 因为呢通常叫部门定目标的话
[01:27:49] 他一定是会保守定的
[01:27:50] 他一定会觉得说
[01:27:51] 这个AI这个事情呢
[01:27:52] 哎可能还是有很多
[01:27:53] 不确定的因素啊
[01:27:55] 有幻觉啊等等的
[01:27:56] 所以呢啊
[01:27:56] 我可能就是只进步了
[01:27:58] 百分之五或百分之十
[01:27:59] 好那但这个这种定法呢
[01:28:01] 基本上不太会本质上呢
[01:28:02] 造成你公司这个
[01:28:03] 这个竞争力大幅提升的
[01:28:05] 好所以呢我们看到
[01:28:06] 跟这个AI的落后的企业相比呢
[01:28:09] 额领先企业啊
[01:28:11] 下面有三个数字
[01:28:12] 我给大家参考
[01:28:12] 第一个就是说
[01:28:13] 有十二倍啊
[01:28:14] 这个更多的这个高阶主管啊
[01:28:17] 跟呢领导团队深入参与AI
[01:28:20] 那具体可以怎么理解
[01:28:21] 就说比例来讲吧
[01:28:22] 好不好
[01:28:23] 那那个这个这个这个
[01:28:24] 这个领先企业啊
[01:28:26] 有有有十二倍之多啊
[01:28:27] 他有更高比例的这个
[01:28:29] 高阶主管呢
[01:28:31] 是来参与这个AI转型的
[01:28:32] 然后下面两个数呢
[01:28:34] 我觉得给大家参考
[01:28:35] 因为台湾呢
[01:28:35] 其实有很多的debate啊
[01:28:37] 就说比方说
[01:28:37] 要不要设立一个AI
[01:28:38] 这个什么资料长啊
[01:28:40] chief data officer
[01:28:41] 或是要不要设立这个AI长
[01:28:44] 就是chief AI officer等等的
[01:28:46] 好那当然这里面
[01:28:47] 有很多不同的讨论
[01:28:48] 但我们现在看到的统计了啊
[01:28:49] 就是呢领先企业
[01:28:51] 有更多的这个比例啊
[01:28:52] 有设计设置这个
[01:28:53] 不管是CDO或是CIA
[01:28:55] CIO这些比较新的
[01:28:56] 这些高阶的职位
[01:28:57] 好那我们来看一下
[01:28:59] 第二大不同是什么呢
[01:29:01] 好这里面有几个关键啊
[01:29:03] 第一个就是说
[01:29:04] 呃第二大不同就是
[01:29:05] AI的领先企业啊
[01:29:06] 通常以价值
[01:29:07] 好或是价值创造吧
[01:29:08] 为导向
[01:29:09] 好然后第二个就是说
[01:29:11] 他会呢这个聚焦在
[01:29:12] AI的重塑
[01:29:14] 跟开创的行动啊
[01:29:16] 这个重塑跟开创呢
[01:29:17] 我等一下会打开来
[01:29:18] 说一下是什么意思啊
[01:29:19] 但简单来讲就是说
[01:29:21] 他们呢不是呢
[01:29:22] 呃这个天女善花式的啊
[01:29:24] 各个部门自己呢
[01:29:25] 哎反正你今天有什么
[01:29:26] GBT啊
[01:29:26] Gemini呢
[01:29:27] 用就用起来
[01:29:28] 好然后反正你们
[01:29:29] 怎么样能AI做事情
[01:29:30] 大家来自己来发想
[01:29:31] 不太是这个样子
[01:29:32] 而是很清楚的知道
[01:29:33] 就是说
[01:29:34] 我们今天有个
[01:29:35] 大的价值创造目标
[01:29:36] 好然后呢
[01:29:37] 而且呢
[01:29:38] 他会聚焦公司的这个资源
[01:29:40] 在几个大的这个事情上面
[01:29:42] 那这个大的事情呢
[01:29:43] 有可能是重塑职能
[01:29:45] 重塑职能意思就是说
[01:29:46] 用AI重新思考
[01:29:48] 怎么去做供应链
[01:29:49] 重新思考怎么去做制造
[01:29:51] 或是重新思考
[01:29:52] 怎么去做RD
[01:29:52] 所以这种大的重塑活动
[01:29:55] 针对某个职能
[01:29:56] 或者是开创
[01:29:57] 开创的意思就是
[01:29:58] 开创了新的商业模式
[01:29:59] 那基本上呢
[01:30:00] 他会聚焦在几个
[01:30:01] 非常重要的
[01:30:02] 呃这个公司的
[01:30:03] 这个公司级的举措上面
[01:30:05] 所以这里面呢
[01:30:06] 呃我想呢
[01:30:07] 包括就是说
[01:30:08] 呃今天他们会优先推
[01:30:10] 推动呢
[01:30:11] 他们已经看得到了
[01:30:12] ROI高的这个工作
[01:30:13] 那或者呢
[01:30:14] 今天选定一到两个
[01:30:16] 关键的那个业务领域
[01:30:17] 或者呢
[01:30:18] 今天呢
[01:30:19] 确保呢
[01:30:19] 这个AI的转型
[01:30:20] 能够释放我们P&L
[01:30:22] 就是有关这个损益
[01:30:23] 不管是营收也好
[01:30:24] 或是有关利润也好
[01:30:25] 它的效益
[01:30:26] 等等的
[01:30:27] 那这里面
[01:30:28] 我想呢
[01:30:28] 这个下面几个数呢
[01:30:30] 也给各位参考
[01:30:31] 包括呢
[01:30:31] 这些领先企业
[01:30:32] 有五倍啊
[01:30:33] 更多的工作流程
[01:30:34] 呃被规模化
[01:30:36] 有2.5倍呢
[01:30:37] 他们有更完善的治理机制
[01:30:39] 包括我们谈到了什么
[01:30:40] 呃这个负责任的AI等等的
[01:30:42] 然后呢
[01:30:43] 有2.5倍更聚焦
[01:30:44] 那我们具体来看一下
[01:30:46] 它聚焦的这个程度
[01:30:47] 我们有一些
[01:30:48] 这个打开来说明
[01:30:50] 呃你就发现呢
[01:30:52] 其实前半部跟后半部
[01:30:53] 前半部是绿色
[01:30:54] 就我们刚才讲到
[01:30:55] 那个前面的那两个
[01:30:56] 呃这个这个四项线
[01:30:58] 跟后面的两个
[01:30:59] 就是后半
[01:30:59] 后半端的这些
[01:31:01] 这些企业比起来
[01:31:02] 呃后半端是红色的部分
[01:31:04] 那你会发现呢
[01:31:06] 其实前半端呢
[01:31:07] 的投资债的这个机会点啊
[01:31:10] 或是我们讲应用吧
[01:31:11] 其实它的数量其实更少的
[01:31:13] 换句话说
[01:31:13] 它其实更聚焦的
[01:31:14] 而且呢
[01:31:15] 这些聚焦的机会点上面呢
[01:31:17] 他们落地的比例更高
[01:31:18] 所以呢
[01:31:19] 有两成
[01:31:19] 跟这个红色比起来是
[01:31:20] 一成左右吧
[01:31:21] 它是有两成
[01:31:22] 而且呢
[01:31:23] 它有更高的比例呢
[01:31:25] 会规模化推广
[01:31:26] 而且呢
[01:31:27] 能够达到他们当初设定的目标
[01:31:29] 所以呢
[01:31:35] 然后呢
[01:31:35] 我刚才有提到
[01:31:36] 重塑跟开创两个字啊
[01:31:38] 我先呢
[01:31:38] 在这里面
[01:31:39] 我也跟大家说一下
[01:31:40] 就我们观察啊
[01:31:41] 利用AI要来创造价值啊
[01:31:44] 有三种方式
[01:31:45] 大部分的公司呢
[01:31:46] 都已经在做第一种
[01:31:47] 第一种我们叫做部署
[01:31:49] 那部署的白话怎么讲呢
[01:31:50] 就是用工具啊
[01:31:51] 用AI工具啊
[01:31:52] 那我想呢
[01:31:53] 现在在座的
[01:31:54] 可能这个线上的听众们啊
[01:31:56] 很多的公司都已经都在用了
[01:31:58] 我很少听到有哪个公司
[01:31:59] 现在还没有在用什么
[01:32:00] GPT或GEMINI
[01:32:01] 等等的这些AI工具
[01:32:03] 都有在用
[01:32:03] 可是基本上它就是用一些呢
[01:32:06] 现在已经的可得的东西
[01:32:08] 来这个来创造价值
[01:32:09] 这个没有什么错
[01:32:10] 而且这个我会鼓励大家持续去做
[01:32:12] 但是通常呢
[01:32:13] 这个呢
[01:32:14] 东西呢
[01:32:15] 呃
[01:32:15] 发挥的价值的比例并不高
[01:32:17] 那什么意思呢
[01:32:18] 具体来说
[01:32:19] 你可能会觉得就是说
[01:32:20] AI的工具已经帮我
[01:32:22] 做某些事情
[01:32:23] 会变得更快的啊
[01:32:24] 比方说写个文章
[01:32:25] 写个文案等等的
[01:32:26] AI工具快速能帮我写出来啊
[01:32:28] 或是呢
[01:32:29] 比方说我以前呢
[01:32:30] 只能一天读一个报告
[01:32:31] 我现在一天可以读十个报告了
[01:32:33] 可是如果各位呢
[01:32:34] 再往前推一步去思考
[01:32:35] 好那又怎么样
[01:32:36] 好那你读了十个报告
[01:32:38] 是不是代表呢
[01:32:39] 你以前呢
[01:32:39] 一天可以做个十万块的生意
[01:32:41] 你今天可以做十五万的生意呢
[01:32:43] 不一定
[01:32:43] 对不对
[01:32:44] 那你之前呢
[01:32:45] 比方说呢
[01:32:45] 这个
[01:32:46] 这个
[01:32:46] 这个客服中心
[01:32:48] 你你比方说呢
[01:32:50] 一百个人
[01:32:50] 一天呢
[01:32:51] 可能可以
[01:32:52] 那个handle个
[01:32:53] 随便举例啊
[01:32:54] 一万个
[01:32:54] 一万通电话
[01:32:56] 是不是代表你这一百个人呢
[01:32:57] 明天可以是
[01:32:58] 这个利用AI呢
[01:32:59] 可以应付呢
[01:33:01] 一万五千通电话呢
[01:33:02] 其实也不是
[01:33:02] 好
[01:33:03] 原因是因为呢
[01:33:04] 你发现呢
[01:33:05] 如果只是用工具的话
[01:33:06] 他在部分的这个任务上面
[01:33:08] 他会可以帮你加速
[01:33:10] 可是端到端上面
[01:33:11] 你就会发现有很多地方卡卡的
[01:33:13] 甚至呢
[01:33:14] 有些时候你会发现呢
[01:33:15] 你可能呢
[01:33:16] 你做的事情
[01:33:17] 确实用AI大幅省时间了
[01:33:19] 可是今天为了去交付你的任务
[01:33:22] 或是交付你的这个产品
[01:33:23] 或服务的时候呢
[01:33:24] 你的其他配合的单位
[01:33:26] 跟不上你的速度
[01:33:27] 好
[01:33:28] 所以你会发现呢
[01:33:29] 就是端到端来看的时候呢
[01:33:30] 就是因为呢
[01:33:31] 某部分的这个加速
[01:33:33] 部分没加速
[01:33:34] 所以合起来的你的结果
[01:33:35] 并没有太大变化
[01:33:36] 那这个就是典型的呢
[01:33:38] 部署的一个极限
[01:33:39] 因为它只能帮助呢
[01:33:41] 部分的任务呢
[01:33:42] 加速而已
[01:33:42] 然后另外一种呢
[01:33:43] 我们叫重塑
[01:33:44] 这个重塑呢
[01:33:45] 其实是一个动词
[01:33:46] 没错
[01:33:47] 可是它后面的单位是什么呢
[01:33:48] 就是职能
[01:33:49] 所以我们通常在讲
[01:33:50] 重塑的时候呢
[01:33:51] 是指利用AI啊
[01:33:52] 端到端的重新思考一个
[01:33:54] 重要的一个职能
[01:33:55] 这个职能呢
[01:33:56] 我刚才提到
[01:33:56] 有可能是RD
[01:33:57] 有可能是供应链
[01:33:59] 有可能是制造
[01:34:00] 有可能是这个Finance
[01:34:02] 就是那个财务
[01:34:03] 会计
[01:34:04] 法务
[01:34:05] IT等等
[01:34:06] 你有众多的这个职能
[01:34:07] 有可能可以重塑
[01:34:08] 那为什么是端到端
[01:34:10] 利用AI重塑
[01:34:11] 这个我等一下呢
[01:34:12] 下一页会跟大家说一下
[01:34:14] 这个具体的做法是什么
[01:34:15] 但是基本上就是呢
[01:34:17] 你就想象
[01:34:18] 你的这个部门呢
[01:34:19] 如果今天呢
[01:34:20] 有大幅的AI
[01:34:21] 不管是工具或是代理
[01:34:23] 跟你一起协作
[01:34:25] 一起来做事情的话
[01:34:26] 你能够怎么样
[01:34:27] 重新去思考
[01:34:28] 你这个职能
[01:34:30] 这个是重塑的部分
[01:34:31] 开创就我刚才提到
[01:34:32] 怎么样利用AI来做新生意
[01:34:34] 那这个做新生意
[01:34:36] 比方说
[01:34:36] 我随便举
[01:34:38] 像我们有一个客户呢
[01:34:39] 他本来是在做这个
[01:34:41] 那个货车租赁的
[01:34:42] 那以前的做法就很简单
[01:34:44] 就是我一堆货车
[01:34:45] 然后反正呢
[01:34:46] 这个车队呢
[01:34:47] 需要车子
[01:34:47] 我就租赁给
[01:34:48] 给不同的车队嘛
[01:34:49] 那反正我就是收租金等等的
[01:34:51] 他现在呢
[01:34:52] 利用AI来做新生意
[01:34:54] 什么生意呢
[01:34:54] 就是数据的服务
[01:34:55] 为什么
[01:34:56] 因为他知道呢
[01:34:57] 不同的这个
[01:34:58] 这个
[01:34:58] 这个
[01:34:59] 这个快递公司吧
[01:35:00] 他们呢
[01:35:01] 平常怎么去开这个车的
[01:35:03] 所以呢
[01:35:03] 他有很多的数据基础
[01:35:05] 可以去优化
[01:35:06] 这个这些
[01:35:07] 同样是要
[01:35:08] 比方说
[01:35:09] 一天要处理个
[01:35:09] 100万个那个包裹
[01:35:11] 怎么样子的开车
[01:35:13] 怎么样的派车
[01:35:14] 开什么样的路
[01:35:15] 用什么样的这个速度
[01:35:16] 可以呢
[01:35:17] 更有效率去
[01:35:18] 消化这100万个包裹
[01:35:19] 他可以以后台的这些
[01:35:20] 解析的一些洞察
[01:35:22] 来提供呢
[01:35:23] 不同的这个增值服务
[01:35:24] 像这种东西
[01:35:25] 就是有一点像
[01:35:26] 开创新业务
[01:35:27] 那
[01:35:27] 但我们今天呢
[01:35:29] 主要呢
[01:35:29] 会跟大家分享一下
[01:35:30] 重塑这个事情
[01:35:31] 那
[01:35:32] 重塑这个东西呢
[01:35:33] 如果我们跟
[01:35:34] 这个一般的这个
[01:35:35] 刚才讲到的
[01:35:36] 用工具
[01:35:36] deploy来比较的话呢
[01:35:38] 那
[01:35:39] 你
[01:35:39] 左边的部分呢
[01:35:41] 你会看到我们有两个
[01:35:41] 一个是不是重塑嘛
[01:35:43] 不是重塑呢
[01:35:43] 是指说
[01:35:44] 你一般如果只是deploy
[01:35:45] 部署工具的话
[01:35:46] 然后呢
[01:35:47] 中间有一个写重塑
[01:35:48] 你看到呢
[01:35:49] 通常他提升的
[01:35:50] 这个价值创造
[01:35:51] 是很不一样的
[01:35:52] 左边呢
[01:35:52] 你用工具
[01:35:53] 这个 again
[01:35:54] 这是我们一个平均的观察
[01:35:55] 大概呢
[01:35:56] 你的KPI
[01:35:57] 这个不管是营收啦
[01:35:59] 或是利润等等
[01:36:00] 顶多是提升
[01:36:01] 这个10%到15%
[01:36:02] 当然这也不错了
[01:36:03] 所以呢
[01:36:04] 还是挺好的
[01:36:05] 但是呢
[01:36:05] 如果你真的是要一个
[01:36:07] fundamental的改变
[01:36:07] 你可能就要考虑重塑
[01:36:09] 重塑呢
[01:36:10] 我们现在的观察
[01:36:11] 就是你可以提升30%
[01:36:12] 甚至我们有些客户呢
[01:36:13] 拉到90%
[01:36:14] 所以是非常大的一个改变
[01:36:16] 但这里面呢
[01:36:17] 其实不是呢
[01:36:18] 只是有AI的
[01:36:19] 所谓的工具的导入
[01:36:21] 这里面可能牵扯到呢
[01:36:23] 你的组织架构要重新思考
[01:36:24] 你牵扯到呢
[01:36:25] 你的工作流程要重新思考
[01:36:27] 可能牵扯到你的工具呢
[01:36:28] 你不一定能够直接拿
[01:36:29] 市售的工具出来
[01:36:30] 你必须围绕着你的场景
[01:36:32] 重新的这个客制化你的工具
[01:36:34] 等等的
[01:36:35] 而且当然要大规模的培训
[01:36:37] 跟这个up scale
[01:36:38] 等等的
[01:36:39] 所以你要做的那个reshape
[01:36:41] 就是重塑的事情呢
[01:36:43] 是非常多的
[01:36:44] 那但基本上
[01:36:45] 你要怎么实现
[01:36:46] 我给各位一个想象空间
[01:36:48] 比方说呢
[01:36:49] 如果你今天在考虑一个
[01:36:50] 客服中心的重塑
[01:36:52] 你呢必须要
[01:36:54] 右边有四个
[01:36:55] 四个简单的原则
[01:36:56] 第一个你一定要top down
[01:36:57] 就是你一定要呢
[01:36:58] 定了一个非常的这个
[01:36:59] 比较有愿景的目标
[01:37:01] 突破性的目标
[01:37:01] 不是说呢
[01:37:03] 你明年的生产力
[01:37:04] 提升了5%或10%
[01:37:05] 这个东西不太像重塑
[01:37:07] 重塑更像呢
[01:37:08] 你现在假设呢
[01:37:09] 客服中心有1000个人
[01:37:10] 然后呢
[01:37:11] again就说
[01:37:12] 假设你这1000个人
[01:37:13] 可以这个handle呢
[01:37:15] 10万通电话
[01:37:15] 你必须呢
[01:37:17] 给他定一个
[01:37:17] 就是说好
[01:37:17] 我能不能一样
[01:37:18] 这个能够服务10万通电话
[01:37:21] 但是呢
[01:37:22] 我只用500个人
[01:37:23] 或只用300个人
[01:37:24] 甚至100个人
[01:37:25] 就你要先定一个
[01:37:26] 非常积极的目标出来
[01:37:27] 所以第一个就是
[01:37:28] 你一定要是要top down的
[01:37:29] 定这个目标
[01:37:30] 而且呢
[01:37:31] 是从零开始思考
[01:37:32] 零开始思考
[01:37:33] zero base是什么意思呢
[01:37:34] 就是说为了达到这个目标
[01:37:36] 我重新思考
[01:37:37] 到底我客服的中心
[01:37:39] 想要解决问题是什么
[01:37:40] 我怎么样子能够呢
[01:37:42] 有AI在的话呢
[01:37:44] 能够怎么样快速去
[01:37:45] 就利用更少的人力呢
[01:37:47] 快速去解决那个问题
[01:37:49] 所以我举例呢
[01:37:50] 你可能可以去发现
[01:37:51] 就是说
[01:37:51] 打了这10万通电话里面
[01:37:53] 可能有7万通
[01:37:54] 就是70%的电话
[01:37:56] 就是在问一些
[01:37:57] 很基本的概念
[01:37:58] 就比方说
[01:37:59] 我这个产品怎么开机
[01:38:01] 我的这个电池怎么换
[01:38:03] 像这些东西呢
[01:38:04] 其实你都应该给AI去解决的
[01:38:06] 那所以
[01:38:07] 你就从零开始在想
[01:38:08] 就是说
[01:38:08] 如果我今天AI可以解决呢
[01:38:10] 大部分
[01:38:11] 很容易解决的问题的话
[01:38:12] 我
[01:38:13] 我的
[01:38:14] 我的人
[01:38:15] 只是去回答
[01:38:16] 或是解决
[01:38:17] 那个难解决的
[01:38:18] 10%或20%的问题的话
[01:38:20] 那我应该怎么样
[01:38:21] 重新部署我的人力
[01:38:23] 怎么样重新部署我的流程
[01:38:25] 所以呢
[01:38:26] 这里面呢
[01:38:26] 我为什么说呢
[01:38:27] zero base
[01:38:28] 因为你要从零去思考
[01:38:29] 为了解决这个问题
[01:38:30] 我的工具
[01:38:31] 我的流程
[01:38:32] 我的组织
[01:38:33] 我的人力该怎么部署
[01:38:34] 这个是zero base
[01:38:35] 而且是outcome driven
[01:38:36] 第三点
[01:38:37] 然后呢
[01:38:37] 再来啊
[01:38:38] 第四点呢
[01:38:39] 就是你必须要focus
[01:38:40] 这个focus的原因呢
[01:38:41] 其实呢
[01:38:42] 各位可以理解啊
[01:38:43] 原因是因为呢
[01:38:44] 每个公司的资源是有限的
[01:38:45] 这个呢
[01:38:46] 通常因为我们公司
[01:38:47] 是一个商业机器嘛
[01:38:48] 那个过去一直在运转
[01:38:50] 你很难呢
[01:38:51] 忽然说呢
[01:38:52] 我现在呢
[01:38:53] 今年开始
[01:38:53] 我CEO要开始
[01:38:54] 重塑5个职能
[01:38:56] 我前面的rd要重塑
[01:38:58] 什么supply chain要重塑
[01:38:59] 什么制造也要重塑
[01:39:01] 那你所有的这个职能
[01:39:03] 全部重塑
[01:39:04] 这个很难
[01:39:04] 对吧
[01:39:05] 因为你的公司
[01:39:05] 是一个运转机器
[01:39:06] 所以通常我们会建议呢
[01:39:08] 最好能够聚焦
[01:39:09] 而且聚焦一到两个关键流程
[01:39:11] 那一步一步来做
[01:39:12] 那至于聚焦在哪个流程呢
[01:39:14] 通常我们会建议就是
[01:39:15] 对你来讲
[01:39:16] 当然影响最大的流程
[01:39:17] 或是呢
[01:39:18] 你应该反过来讲
[01:39:18] 就是说
[01:39:19] 我为了呢
[01:39:20] 这个胜出这个整个竞争的话呢
[01:39:22] 我哪些职能呢
[01:39:24] 需要优先重塑
[01:39:25] 一年后两年后呢
[01:39:27] 我就可以呢
[01:39:27] 这个这个
[01:39:28] 就是明显领先我的竞争对手
[01:39:31] OK好
[01:39:34] 然后呢
[01:39:35] 那个我再提一下
[01:39:36] 第三个大的不同
[01:39:37] 就是呢
[01:39:38] 通常这些领先企业
[01:39:40] 是能够遵守
[01:39:41] 十二十七十的法则的
[01:39:42] 那这是什么意思
[01:39:43] 就是说
[01:39:44] 很多的公司到现在为止
[01:39:46] 还是有一个迷思
[01:39:47] 认为呢
[01:39:48] AI的转型
[01:39:49] 就是导入AI的工具
[01:39:50] 所以他们问问题呢
[01:39:52] 通常就问我们问题
[01:39:53] 会问说
[01:39:54] 请问怎么
[01:39:55] 这个就是
[01:39:56] 问很多工具的问题
[01:39:58] 我该用哪个模型啊
[01:39:59] 我该不该上云啊
[01:40:01] 等等的这些事情
[01:40:02] 但我们发现啊
[01:40:03] 你现在看到这十二十七十
[01:40:04] 其实是我们的这个统计来的
[01:40:07] 就是说
[01:40:07] 我们去问很多啊
[01:40:09] 实际上在操作
[01:40:10] 而且呢
[01:40:10] 这个AI的领先企业
[01:40:12] 我们问他说
[01:40:13] 你的重要性来排序的话
[01:40:14] 到底怎么样
[01:40:15] 我们发现啊
[01:40:16] 几乎有七成啊
[01:40:18] 是聚焦在呢
[01:40:19] 第三个这个部分
[01:40:21] 就是人才组织跟流程
[01:40:22] 反而呢
[01:40:23] 演算法只有10%
[01:40:25] 技术只有20%
[01:40:26] 换句话说呢
[01:40:27] 你就算有很厉害的这个模型
[01:40:29] 有很好的技术
[01:40:30] 很好的工具
[01:40:31] 但你如果组织人才呢
[01:40:33] 流程没有做一定的改造
[01:40:35] 或是升级的话
[01:40:36] 其实这些工具呢
[01:40:37] 是没有办法发挥效果的
[01:40:38] 那我们最常看到就是呢
[01:40:40] 我们有这个过去的客户呢
[01:40:42] 他们做了非常厉害的工具
[01:40:44] 这个工具可能
[01:40:45] 可能可以大幅去节省呢
[01:40:47] 你R&D的时间
[01:40:48] 但是后来发现呢
[01:40:49] R&D的工程师都不用
[01:40:51] 那他不用
[01:40:52] 当然有他的原因啊
[01:40:53] 有可能就是
[01:40:54] 今天呢
[01:40:54] 他如果用了
[01:40:55] 他们有可能会担心
[01:40:57] 是不是呢
[01:40:58] 老板会要求我呢
[01:40:59] 以前我有一个月时间
[01:41:00] 可以交付产品
[01:41:01] 我现在只剩下呢
[01:41:02] 一个礼拜我就要交付产品
[01:41:04] 那就算我有很厉害的工具
[01:41:06] 我也不想
[01:41:06] 我也会消极抗议
[01:41:08] 就是会消极的抵抗这些工具
[01:41:10] 因为我担心我的工作
[01:41:12] 会产生一个重大影响等等的
[01:41:13] 像这些问题呢
[01:41:15] 不是不能解
[01:41:15] 但是都是管理的问题的角度
[01:41:17] 所以这个部分呢
[01:41:18] 是我想呢
[01:41:19] 是AI领先企业
[01:41:20] 他们呢
[01:41:21] 已经呢洞察到了
[01:41:22] 而且比较花力气的地方
[01:41:23] 好
[01:41:24] 那所以呢
[01:41:25] 这边呢
[01:41:26] 我可能就不细讲
[01:41:27] 但是跟各位讲一下
[01:41:28] 这个其实的部分
[01:41:29] 有很多了
[01:41:30] 包括呢
[01:41:31] 可能刚才简老师讲到的
[01:41:33] 很多跟人才相关的
[01:41:34] 要怎么upskill啦
[01:41:35] 等等的
[01:41:35] 也包括了我刚才有提到的
[01:41:37] 这个运营模式
[01:41:38] 怎么能够AI first
[01:41:40] 可能就包括了这个AI
[01:41:41] 推动办公室的成立
[01:41:44] 我们发现有很多是做这个事情
[01:41:45] 原因是因为呢
[01:41:46] 你如果是天女善花
[01:41:48] 每个部门各个去做的话
[01:41:49] 有可能发生的问题就是
[01:41:51] 比方说各个部门自己去build自己的
[01:41:53] 这个AI的工具
[01:41:55] 或是自己去build自己的AI的代理
[01:41:57] 结果到后来没有一个同意的管理
[01:41:59] 这里面有可能有风险问题
[01:42:01] 比方说那个agent
[01:42:02] 到后来呢
[01:42:02] 做这个agent的那位同事走掉了
[01:42:05] 结果CIO没有人知道
[01:42:07] 就说这个东西到底怎么来的
[01:42:09] 然后呢
