[00:12:21] 各位線上的朋友大家午安
[01:17:57] 會得到很多收入
[01:17:58] 以及我們在6月26號的
[01:18:00] 未來商務展的主題演講
[01:18:02] 你們會再請到簡老師
[01:18:03] 再來跟大家進一步探討很多
[01:18:05] AI在整個企業跟工作的應用的一些
[01:18:07] 實際的案例跟經驗
[01:18:09] 好謝謝
[01:18:09] 謝謝大家
[01:18:10] 謝謝
[01:18:10] 也謝謝我們線上朋友的熱情的提問
[01:18:14] 數位時代各位線上的聽眾大家好
[01:20:20] 我是BCG的薛儀廷
[01:20:21] JT
[01:20:22] 今天很高興呢
[01:20:23] 在這邊跟大家分享一下
[01:20:25] 我們過去呢
[01:20:26] 這一段時間
[01:20:27] 這個不管是利用問卷的方式
[01:20:29] 或是我們實務上面
[01:20:30] 輔導的實務上面呢
[01:20:31] 得到一些有關AI的一些觀察
[01:20:33] 那我先簡單的這樣開頭
[01:20:36] 我們年初的時候呢
[01:20:38] 就今年年初的時候呢
[01:20:39] 做了一個全球性的一個
[01:20:41] 比較大的一個調查
[01:20:42] 那基本上就是
[01:20:44] 全球的
[01:20:45] 這個各行各業的領先的
[01:20:47] 這個行業的CEO
[01:20:48] 問他們一些問題
[01:20:50] 那我把這些呢
[01:20:51] 這個有趣的一些結論
[01:20:53] 跟大家先分享一下
[01:20:54] 來當成開頭
[01:20:55] 第一個呢
[01:20:56] 我們去問他就是說
[01:20:57] 你今年在AI的投入
[01:20:58] 跟去年比起來
[01:21:00] 會更多更少
[01:21:01] 結果呢
[01:21:02] 平均啊
[01:21:03] 那個回答的
[01:21:05] 這些CEO們呢
[01:21:06] 說今年就是2026年的投入呢
[01:21:08] 會比去年的增加一倍
[01:21:09] 換句話說是double
[01:21:10] 第二個就是說呢
[01:21:12] 那你今年的投資
[01:21:13] 大概會佔你營收多少
[01:21:14] 那這個平均的比例
[01:21:15] 是大概1.7%
[01:21:17] 那第三個呢
[01:21:18] 更有意思就是說
[01:21:19] 如果今年2026年啊
[01:21:21] 你的投資啊
[01:21:23] 回報
[01:21:23] 沒有達到你當初的預期的話
[01:21:25] 你會不會持續投資AI
[01:21:27] 有9成以上的CEO呢
[01:21:30] 說會的
[01:21:30] 有94%的CEO說會的
[01:21:33] 然後呢
[01:21:34] 有72%
[01:21:35] 就是7成以上的CEO
[01:21:36] 說呢
[01:21:36] 他們是AI啊
[01:21:37] 策略啊
[01:21:38] 或是AI轉型的主要的主導者
[01:21:40] 然後呢
[01:21:42] 有5成的CEO呢
[01:21:43] 說什麼呢
[01:21:44] 說
[01:21:44] 他呢
[01:21:45] 這個工作呢
[01:21:46] 有沒有辦法做下去
[01:21:47] 他的直哀成敗啊
[01:21:49] 跟呢
[01:21:50] 這個公司啊
[01:21:51] 是不是成功能夠利用AI啊
[01:21:53] 有直接的關係
[01:21:54] 那我想呢
[01:21:55] 這也是非常有衝擊性的一個
[01:21:57] 一個結果啊
[01:21:58] 就大家知道呢
[01:21:59] 自己呢
[01:21:59] 的公司的未來
[01:22:00] 自己工作的未來
[01:22:01] 跟AI啊
[01:22:02] 是不是真的能夠用起來
[01:22:04] 有一個絕對的關係
[01:22:05] 然後呢
[01:22:06] 有9成的這個CEO覺得啊
[01:22:08] 這個AI的代理啊
[01:22:09] 會在今年呢
[01:22:10] 看到一些一些很好的一些成果
[01:22:12] 好
[01:22:13] 那我想呢
[01:22:13] 講這個東西是什麼呢
[01:22:15] 我想說的就是說
[01:22:16] 大的方向呢
[01:22:17] 大家對AI呢
[01:22:18] 還是非常正面的
[01:22:19] 而且呢
[01:22:20] CEO啊
[01:22:22] 是在這個整體的AI轉型上面呢
[01:22:24] 是一個主導的角色
[01:22:24] 好
[01:22:25] 那我想這個對呢
[01:22:26] 我們今天想要傳達的一個
[01:22:27] 一個Message
[01:22:28] 有很非常重要的一個啟發啊
[01:22:30] 那
[01:22:30] 呃
[01:22:31] 我們每一年啊
[01:22:32] 那個其實都
[01:22:33] 呃
[01:22:34] 我在追蹤啊
[01:22:35] 呃
[01:22:35] 基本上上千家的
[01:22:36] 這個企業啊
[01:22:37] 從2023年
[01:22:38] 24年開始啊
[01:22:39] 每一年都會追蹤啊
[01:22:41] 追蹤了這些
[01:22:42] 不同的企業啊
[01:22:43] 這個在AI上面的投入
[01:22:44] 跟它的成效
[01:22:45] 我們把這些企業呢
[01:22:47] 分成了四個
[01:22:48] 不同的向線啊
[01:22:50] 最左邊啊
[01:22:51] 這個我們叫做AI比較遲代啊
[01:22:53] 就是
[01:22:53] 呃
[01:22:54] AI比較落後的企業啊
[01:22:55] 那它的特色是什麼呢
[01:22:57] 簡單來說就是說
[01:22:58] 他們呢
[01:22:59] 還是在
[01:23:00] 呃
[01:23:00] 怎麼講
[01:23:01] 還在評估的階段吧
[01:23:02] 或是甚至呢
[01:23:03] 就在觀察的階段吧
[01:23:04] 好
[01:23:04] 就說呃
[01:23:05] 只是說說
[01:23:06] 覺得AI好像很有未來
[01:23:08] 可是呢
[01:23:09] 實質上呢
[01:23:10] 採取的這個
[01:23:11] 不管是投資也好啦
[01:23:12] 或是行動也好
[01:23:13] 相對比較少
[01:23:14] 這個是最左邊的那個
[01:23:15] 然後再來是一個叫
[01:23:16] AI起步的企業啊
[01:23:18] 意思就是說呢
[01:23:19] 它已經開始在做一些試點
[01:23:21] 好
[01:23:21] 然後再來是呢
[01:23:22] 已經規模化了
[01:23:23] 意思就是說
[01:23:24] 它裡面呢
[01:23:24] 其實已經有一些
[01:23:25] 呃
[01:23:26] 這個專案呢
[01:23:27] 已經呢
[01:23:27] 從這個試點啊
[01:23:28] 到規模化
[01:23:29] 已經基本上就全公司啊
[01:23:31] 或是全區域的一個鋪開了
[01:23:33] 然後呢
[01:23:33] 最後啊
[01:23:34] 最右邊的那四分之一呢
[01:23:36] 其實叫做
[01:23:36] 我們叫AI前瞻的佈局的企業啊
[01:23:39] 意思就是說呢
[01:23:40] 呃
[01:23:40] 這個這個
[01:23:41] AI不但是已經規模化
[01:23:43] 而且呢
[01:23:43] 已經看到結果了
[01:23:44] 已經看到成效了
[01:23:46] 那你看看這個
[01:23:47] 這個比例還挺有意思啊
[01:23:48] 就是2024年的時候啊
[01:23:50] 呃
[01:23:50] 我們右邊的兩個吧
[01:23:52] 就是AI規模化
[01:23:54] 跟AI的這個前瞻佈局啊
[01:23:56] 呃
[01:23:56] 這個我們叫前前
[01:23:57] 呃
[01:23:58] 這個前半端
[01:23:59] 呃
[01:23:59] 這個呃
[01:24:00] 前半的這個
[01:24:01] 呃
[01:24:01] 這個這個這個
[01:24:02] 呃
[01:24:02] 跑者啊
[01:24:03] 跟後半
[01:24:04] 呃
[01:24:04] 後半班的這個跑者
[01:24:06] 左邊的兩個啊
[01:24:07] 比起來的話
[01:24:07] 2024年呢
[01:24:09] 這個前半呢
[01:24:10] 大概有大概26%嘛
[01:24:12] 哦
[01:24:12] 所以大概不到三成
[01:24:13] 2025年的時候呢
[01:24:15] 這個比例拉到四成左右了
[01:24:16] 哦
[01:24:17] 換句話說
[01:24:17] 越來越多的這個企業呢
[01:24:19] 已經哦
[01:24:19] 這個規模化
[01:24:20] 甚至呢
[01:24:21] 已經呢
[01:24:21] 呃
[01:24:22] 看到價值的創造了
[01:24:23] 哦
[01:24:23] 那呃
[01:24:24] 所以顯然是在增加的
[01:24:26] 那我們等一下啊
[01:24:27] 就會跟大家分享一下呢
[01:24:29] 這個前半端啊
[01:24:30] 跟後半端的這個
[01:24:31] 這個呃
[01:24:31] 就是右邊的兩個
[01:24:33] 跟左邊的兩個的企業
[01:24:34] 到底有什麼不一樣哦
[01:24:35] 那希望呢
[01:24:36] 利用這個東西
[01:24:36] 給大家一些啟發
[01:24:37] 哦
[01:24:37] 那我先講一下
[01:24:38] 在這一個頁裡面啊
[01:24:40] 那個AI的前瞻佈局企業啊
[01:24:42] 我們呢
[01:24:43] 看到平均來講呢
[01:24:44] 他們營收的增長
[01:24:45] 有大概1.7倍
[01:24:46] 哦
[01:24:47] 就是年營收增長1.7倍
[01:24:48] 哦
[01:24:49] 那TSR呢
[01:24:49] 就是那個股東的總回報啊
[01:24:51] 哦
[01:24:52] 跟他的這個呃
[01:24:53] 同行的這個peer比起來
[01:24:54] 有大概3.6倍
[01:24:55] 哦
[01:24:56] 然後呢
[01:24:57] 這個投入資本的報酬率呢
[01:24:58] 2.7倍
[01:24:59] 哦
[01:24:59] 然後呢
[01:25:00] 這個營業利潤率呢
[01:25:01] 大概1.6倍哦
[01:25:02] 專利數量3.5倍等等
[01:25:03] 那
[01:25:04] 總結來講就是說呢
[01:25:05] AI走的月前面的企業呢
[01:25:07] 我們發現啊
[01:25:07] 他在那個整個呃
[01:25:09] 財務表現上面也更好
[01:25:10] 好
[01:25:12] 那我們現在呢
[01:25:13] 開始來解構一下啊
[01:25:14] 這些領先企業啊
[01:25:15] 跟落後企業啊
[01:25:16] 就是換句話說呢
[01:25:17] 右邊的兩
[01:25:18] 兩坨人跟左邊的兩坨人
[01:25:19] 主要差別在哪裡啊
[01:25:21] 那我們簡單總結
[01:25:22] 三大差別啊
[01:25:23] 第一大差別呢
[01:25:24] 我剛才已經跟各位說了啊
[01:25:25] 就是我們年初的那個
[01:25:27] 那個
[01:25:27] 那個問卷也是
[01:25:28] 一樣的結果就是
[01:25:29] 對領先企業來講啊
[01:25:32] AI轉型是一個
[01:25:33] 自上而下啊
[01:25:34] 推動的策略
[01:25:36] 那這個東西非常的重要啊
[01:25:38] 我我我等一下來來開啟來講一下
[01:25:40] 這是什麼意思啊
[01:25:40] 簡單來說呢
[01:25:42] 這些AI的轉型啊
[01:25:43] 很多都是呢
[01:25:44] 大部分都是CEO在主導的
[01:25:45] 那當然啦
[01:25:46] 有部分的公司呢
[01:25:47] 因為這個比方說
[01:25:48] 那個chairman本身不是CEO
[01:25:50] 所以可能chairman不是主導者
[01:25:52] 但是是CEO的主導等等啊
[01:25:54] 但基本上呢
[01:25:55] 都是公司裡面哦
[01:25:57] 在掌舵的人哦
[01:25:58] 直接從上而下來主導
[01:25:59] 這個AI的轉型
[01:26:00] 好那這個東西呢
[01:26:01] 其實還挺重要的
[01:26:02] 因為我們在臺灣的這些
[01:26:04] 呃這個企業也觀察到啊
[01:26:06] 臺灣有很多的公司哦
[01:26:08] 他們呢
[01:26:09] 基本上老闆是理解AI的重要的
[01:26:11] 可是呢
[01:26:12] 當他呢
[01:26:12] 提到AI轉型的時候呢
[01:26:14] 他可能就頭一轉哦
[01:26:15] 轉呢
[01:26:15] 看一看
[01:26:16] 比方說
[01:26:16] 看看IT的這個
[01:26:18] 這個這個IT的head
[01:26:19] 或是今天有些是CIO
[01:26:21] 把這個AI轉型呢
[01:26:23] 這個整包交給他來負責
[01:26:24] 好那像這種呢
[01:26:25] 其實就不是呢
[01:26:26] 一個非常好的做法啊
[01:26:28] 原因呢
[01:26:29] 我先簡單講一下
[01:26:30] 大的原因就是因為呢
[01:26:31] 你會發現哦
[01:26:32] AI轉型啊
[01:26:33] 關鍵不是在AI
[01:26:34] 而是在轉型的
[01:26:35] 好那一去遇到轉型呢
[01:26:37] 其實你就會牽扯到呢
[01:26:39] 組織哦
[01:26:40] 上面的一些
[01:26:41] 不管是變動也好啦
[01:26:42] 或是組織上面的決策
[01:26:43] 跨部門上面
[01:26:45] 怎麼的協作等等
[01:26:46] 所以呢
[01:26:47] 有很多的管理問題哦
[01:26:48] 是需要呢
[01:26:49] 公司最高的這個負責人哦
[01:26:51] 親自下來來做協調的
[01:26:53] 好而不是呢
[01:26:54] 交給部門長哦
[01:26:55] 來往前推的
[01:26:56] 好所以我們看到呢
[01:26:57] 第一個大的不同就是呢
[01:26:58] AI轉型是一個
[01:26:59] 至上而下的哦
[01:27:00] 至上而下是非常重要的一個關鍵字哦
[01:27:02] 那這裡面呢
[01:27:03] 其實當然包括呢
[01:27:04] 至上而下要制定目標
[01:27:06] 好那這個目標是什麼呢
[01:27:07] 比方說
[01:27:08] 哎他呢可能就是說
[01:27:10] 哎今天我一定要利用AI
[01:27:11] 好讓我公司呢
[01:27:12] 比方研發這個這個速度哦
[01:27:14] 以前呢一個產品要一年
[01:27:16] 我現在要收到三個月
[01:27:17] 好這種至上而下的目標哦
[01:27:19] 或是這個這個這個價值的目標哦
[01:27:22] 是是需要由上面來定下來的
[01:27:24] 好然後呢也包括呢
[01:27:26] 今天呢怎麼樣確保呢
[01:27:27] 公司的投資啊
[01:27:28] 的額度大概多少等等
[01:27:29] 這個當然跟你要實現的價值的目標
[01:27:32] 有有有直接的關係啊
[01:27:33] 但關鍵就是說
[01:27:34] 這個東西是從上而下來定下來
[01:27:36] 而不是呢
[01:27:37] 今天呢問呢
[01:27:38] 這個部門長就說
[01:27:39] 哎比方說你是這個製造部門的
[01:27:41] 好對的這個這個部門長
[01:27:43] 有可能是VP吧
[01:27:44] 然後叫他來自己定個目標
[01:27:46] 因為呢通常叫部門定目標的話
[01:27:49] 他一定是會保守定的
[01:27:50] 他一定會覺得說
[01:27:51] 這個AI這個事情呢
[01:27:52] 哎可能還是有很多
[01:27:53] 不確定的因素啊
[01:27:55] 有幻覺啊等等的
[01:27:56] 所以呢啊
[01:27:56] 我可能就是隻進步了
[01:27:58] 百分之五或百分之十
[01:27:59] 好那但這個這種定法呢
[01:28:01] 基本上不太會本質上呢
[01:28:02] 造成你公司這個
[01:28:03] 這個競爭力大幅提升的
[01:28:05] 好所以呢我們看到
[01:28:06] 跟這個AI的落後的企業相比呢
[01:28:09] 額領先企業啊
[01:28:11] 下面有三個數字
[01:28:12] 我給大家參考
[01:28:12] 第一個就是說
[01:28:13] 有十二倍啊
[01:28:14] 這個更多的這個高階主管啊
[01:28:17] 跟呢領導團隊深入參與AI
[01:28:20] 那具體可以怎麼理解
[01:28:21] 就說比例來講吧
[01:28:22] 好不好
[01:28:23] 那那個這個這個這個
[01:28:24] 這個領先企業啊
[01:28:26] 有有有十二倍之多啊
[01:28:27] 他有更高比例的這個
[01:28:29] 高階主管呢
[01:28:31] 是來參與這個AI轉型的
[01:28:32] 然後下面兩個數呢
[01:28:34] 我覺得給大家參考
[01:28:35] 因為臺灣呢
[01:28:35] 其實有很多的debate啊
[01:28:37] 就說比方說
[01:28:37] 要不要設立一個AI
[01:28:38] 這個什麼資料長啊
[01:28:40] chief data officer
[01:28:41] 或是要不要設立這個AI長
[01:28:44] 就是chief AI officer等等的
[01:28:46] 好那當然這裡面
[01:28:47] 有很多不同的討論
[01:28:48] 但我們現在看到的統計了啊
[01:28:49] 就是呢領先企業
[01:28:51] 有更多的這個比例啊
[01:28:52] 有設計設定這個
[01:28:53] 不管是CDO或是CIA
[01:28:55] CIO這些比較新的
[01:28:56] 這些高階的職位
[01:28:57] 好那我們來看一下
[01:28:59] 第二大不同是什麼呢
[01:29:01] 好這裡面有幾個關鍵啊
[01:29:03] 第一個就是說
[01:29:04] 呃第二大不同就是
[01:29:05] AI的領先企業啊
[01:29:06] 通常以價值
[01:29:07] 好或是價值創造吧
[01:29:08] 為導向
[01:29:09] 好然後第二個就是說
[01:29:11] 他會呢這個聚焦在
[01:29:12] AI的重塑
[01:29:14] 跟開創的行動啊
[01:29:16] 這個重塑跟開創呢
[01:29:17] 我等一下會開啟來
[01:29:18] 說一下是什麼意思啊
[01:29:19] 但簡單來講就是說
[01:29:21] 他們呢不是呢
[01:29:22] 呃這個天女善花式的啊
[01:29:24] 各個部門自己呢
[01:29:25] 哎反正你今天有什麼
[01:29:26] GBT啊
[01:29:26] Gemini呢
[01:29:27] 用就用起來
[01:29:28] 好然後反正你們
[01:29:29] 怎麼樣能AI做事情
[01:29:30] 大家來自己來發想
[01:29:31] 不太是這個樣子
[01:29:32] 而是很清楚的知道
[01:29:33] 就是說
[01:29:34] 我們今天有個
[01:29:35] 大的價值創造目標
[01:29:36] 好然後呢
[01:29:37] 而且呢
[01:29:38] 他會聚焦公司的這個資源
[01:29:40] 在幾個大的這個事情上面
[01:29:42] 那這個大的事情呢
[01:29:43] 有可能是重塑職能
[01:29:45] 重塑職能意思就是說
[01:29:46] 用AI重新思考
[01:29:48] 怎麼去做供應鏈
[01:29:49] 重新思考怎麼去做製造
[01:29:51] 或是重新思考
[01:29:52] 怎麼去做RD
[01:29:52] 所以這種大的重塑活動
[01:29:55] 針對某個職能
[01:29:56] 或者是開創
[01:29:57] 開創的意思就是
[01:29:58] 開創了新的商業模式
[01:29:59] 那基本上呢
[01:30:00] 他會聚焦在幾個
[01:30:01] 非常重要的
[01:30:02] 呃這個公司的
[01:30:03] 這個公司級的舉措上面
[01:30:05] 所以這裡面呢
[01:30:06] 呃我想呢
[01:30:07] 包括就是說
[01:30:08] 呃今天他們會優先推
[01:30:10] 推動呢
[01:30:11] 他們已經看得到了
[01:30:12] ROI高的這個工作
[01:30:13] 那或者呢
[01:30:14] 今天選定一到兩個
[01:30:16] 關鍵的那個業務領域
[01:30:17] 或者呢
[01:30:18] 今天呢
[01:30:19] 確保呢
[01:30:19] 這個AI的轉型
[01:30:20] 能夠釋放我們P&L
[01:30:22] 就是有關這個損益
[01:30:23] 不管是營收也好
[01:30:24] 或是有關利潤也好
[01:30:25] 它的效益
[01:30:26] 等等的
[01:30:27] 那這裡面
[01:30:28] 我想呢
[01:30:28] 這個下面幾個數呢
[01:30:30] 也給各位參考
[01:30:31] 包括呢
[01:30:31] 這些領先企業
[01:30:32] 有五倍啊
[01:30:33] 更多的工作流程
[01:30:34] 呃被規模化
[01:30:36] 有2.5倍呢
[01:30:37] 他們有更完善的治理機制
[01:30:39] 包括我們談到了什麼
[01:30:40] 呃這個負責任的AI等等的
[01:30:42] 然後呢
[01:30:43] 有2.5倍更聚焦
[01:30:44] 那我們具體來看一下
[01:30:46] 它聚焦的這個程度
[01:30:47] 我們有一些
[01:30:48] 這個開啟來說明
[01:30:50] 呃你就發現呢
[01:30:52] 其實前半部跟後半部
[01:30:53] 前半部是綠色
[01:30:54] 就我們剛才講到
[01:30:55] 那個前面的那兩個
[01:30:56] 呃這個這個四項線
[01:30:58] 跟後面的兩個
[01:30:59] 就是後半
[01:30:59] 後半端的這些
[01:31:01] 這些企業比起來
[01:31:02] 呃後半端是紅色的部分
[01:31:04] 那你會發現呢
[01:31:06] 其實前半端呢
[01:31:07] 的投資債的這個機會點啊
[01:31:10] 或是我們講應用吧
[01:31:11] 其實它的數量其實更少的
[01:31:13] 換句話說
[01:31:13] 它其實更聚焦的
[01:31:14] 而且呢
[01:31:15] 這些聚焦的機會點上面呢
[01:31:17] 他們落地的比例更高
[01:31:18] 所以呢
[01:31:19] 有兩成
[01:31:19] 跟這個紅色比起來是
[01:31:20] 一成左右吧
[01:31:21] 它是有兩成
[01:31:22] 而且呢
[01:31:23] 它有更高的比例呢
[01:31:25] 會規模化推廣
[01:31:26] 而且呢
[01:31:27] 能夠達到他們當初設定的目標
[01:31:29] 所以呢
[01:31:35] 然後呢
[01:31:35] 我剛才有提到
[01:31:36] 重塑跟開創兩個字啊
[01:31:38] 我先呢
[01:31:38] 在這裡面
[01:31:39] 我也跟大家說一下
[01:31:40] 就我們觀察啊
[01:31:41] 利用AI要來創造價值啊
[01:31:44] 有三種方式
[01:31:45] 大部分的公司呢
[01:31:46] 都已經在做第一種
[01:31:47] 第一種我們叫做部署
[01:31:49] 那部署的白話怎麼講呢
[01:31:50] 就是用工具啊
[01:31:51] 用AI工具啊
[01:31:52] 那我想呢
[01:31:53] 現在在座的
[01:31:54] 可能這個線上的聽眾們啊
[01:31:56] 很多的公司都已經都在用了
[01:31:58] 我很少聽到有哪個公司
[01:31:59] 現在還沒有在用什麼
[01:32:00] GPT或GEMINI
[01:32:01] 等等的這些AI工具
[01:32:03] 都有在用
[01:32:03] 可是基本上它就是用一些呢
[01:32:06] 現在已經的可得的東西
[01:32:08] 來這個來創造價值
[01:32:09] 這個沒有什麼錯
[01:32:10] 而且這個我會鼓勵大家持續去做
[01:32:12] 但是通常呢
[01:32:13] 這個呢
[01:32:14] 東西呢
[01:32:15] 呃
[01:32:15] 發揮的價值的比例並不高
[01:32:17] 那什麼意思呢
[01:32:18] 具體來說
[01:32:19] 你可能會覺得就是說
[01:32:20] AI的工具已經幫我
[01:32:22] 做某些事情
[01:32:23] 會變得更快的啊
[01:32:24] 比方說寫個文章
[01:32:25] 寫個文案等等的
[01:32:26] AI工具快速能幫我寫出來啊
[01:32:28] 或是呢
[01:32:29] 比方說我以前呢
[01:32:30] 只能一天讀一個報告
[01:32:31] 我現在一天可以讀十個報告了
[01:32:33] 可是如果各位呢
[01:32:34] 再往前推一步去思考
[01:32:35] 好那又怎麼樣
[01:32:36] 好那你讀了十個報告
[01:32:38] 是不是代表呢
[01:32:39] 你以前呢
[01:32:39] 一天可以做個十萬塊的生意
[01:32:41] 你今天可以做十五萬的生意呢
[01:32:43] 不一定
[01:32:43] 對不對
[01:32:44] 那你之前呢
[01:32:45] 比方說呢
[01:32:45] 這個
[01:32:46] 這個
[01:32:46] 這個客服中心
[01:32:48] 你你比方說呢
[01:32:50] 一百個人
[01:32:50] 一天呢
[01:32:51] 可能可以
[01:32:52] 那個handle個
[01:32:53] 隨便舉例啊
[01:32:54] 一萬個
[01:32:54] 一萬通電話
[01:32:56] 是不是代表你這一百個人呢
[01:32:57] 明天可以是
[01:32:58] 這個利用AI呢
[01:32:59] 可以應付呢
[01:33:01] 一萬五千通電話呢
[01:33:02] 其實也不是
[01:33:02] 好
[01:33:03] 原因是因為呢
[01:33:04] 你發現呢
[01:33:05] 如果只是用工具的話
[01:33:06] 他在部分的這個任務上面
[01:33:08] 他會可以幫你加速
[01:33:10] 可是端到端上面
[01:33:11] 你就會發現有很多地方卡卡的
[01:33:13] 甚至呢
[01:33:14] 有些時候你會發現呢
[01:33:15] 你可能呢
[01:33:16] 你做的事情
[01:33:17] 確實用AI大幅省時間了
[01:33:19] 可是今天為了去交付你的任務
[01:33:22] 或是交付你的這個產品
[01:33:23] 或服務的時候呢
[01:33:24] 你的其他配合的單位
[01:33:26] 跟不上你的速度
[01:33:27] 好
[01:33:28] 所以你會發現呢
[01:33:29] 就是端到端來看的時候呢
[01:33:30] 就是因為呢
[01:33:31] 某部分的這個加速
[01:33:33] 部分沒加速
[01:33:34] 所以合起來的你的結果
[01:33:35] 並沒有太大變化
[01:33:36] 那這個就是典型的呢
[01:33:38] 部署的一個極限
[01:33:39] 因為它只能幫助呢
[01:33:41] 部分的任務呢
[01:33:42] 加速而已
[01:33:42] 然後另外一種呢
[01:33:43] 我們叫重塑
[01:33:44] 這個重塑呢
[01:33:45] 其實是一個動詞
[01:33:46] 沒錯
[01:33:47] 可是它後面的單位是什麼呢
[01:33:48] 就是職能
[01:33:49] 所以我們通常在講
[01:33:50] 重塑的時候呢
[01:33:51] 是指利用AI啊
[01:33:52] 端到端的重新思考一個
[01:33:54] 重要的一個職能
[01:33:55] 這個職能呢
[01:33:56] 我剛才提到
[01:33:56] 有可能是RD
[01:33:57] 有可能是供應鏈
[01:33:59] 有可能是製造
[01:34:00] 有可能是這個Finance
[01:34:02] 就是那個財務
[01:34:03] 會計
[01:34:04] 法務
[01:34:05] IT等等
[01:34:06] 你有眾多的這個職能
[01:34:07] 有可能可以重塑
[01:34:08] 那為什麼是端到端
[01:34:10] 利用AI重塑
[01:34:11] 這個我等一下呢
[01:34:12] 下一頁會跟大家說一下
[01:34:14] 這個具體的做法是什麼
[01:34:15] 但是基本上就是呢
[01:34:17] 你就想象
[01:34:18] 你的這個部門呢
[01:34:19] 如果今天呢
[01:34:20] 有大幅的AI
[01:34:21] 不管是工具或是代理
[01:34:23] 跟你一起協作
[01:34:25] 一起來做事情的話
[01:34:26] 你能夠怎麼樣
[01:34:27] 重新去思考
[01:34:28] 你這個職能
[01:34:30] 這個是重塑的部分
[01:34:31] 開創就我剛才提到
[01:34:32] 怎麼樣利用AI來做新生意
[01:34:34] 那這個做新生意
[01:34:36] 比方說
[01:34:36] 我隨便舉
[01:34:38] 像我們有一個客戶呢
[01:34:39] 他本來是在做這個
[01:34:41] 那個貨車租賃的
[01:34:42] 那以前的做法就很簡單
[01:34:44] 就是我一堆貨車
[01:34:45] 然後反正呢
[01:34:46] 這個車隊呢
[01:34:47] 需要車子
[01:34:47] 我就租賃給
[01:34:48] 給不同的車隊嘛
[01:34:49] 那反正我就是收租金等等的
[01:34:51] 他現在呢
[01:34:52] 利用AI來做新生意
[01:34:54] 什麼生意呢
[01:34:54] 就是資料的服務
[01:34:55] 為什麼
[01:34:56] 因為他知道呢
[01:34:57] 不同的這個
[01:34:58] 這個
[01:34:58] 這個
[01:34:59] 這個快遞公司吧
[01:35:00] 他們呢
[01:35:01] 平常怎麼去開這個車的
[01:35:03] 所以呢
[01:35:03] 他有很多的資料基礎
[01:35:05] 可以去最佳化
[01:35:06] 這個這些
[01:35:07] 同樣是要
[01:35:08] 比方說
[01:35:09] 一天要處理個
[01:35:09] 100萬個那個包裹
[01:35:11] 怎麼樣子的開車
[01:35:13] 怎麼樣的派車
[01:35:14] 開什麼樣的路
[01:35:15] 用什麼樣的這個速度
[01:35:16] 可以呢
[01:35:17] 更有效率去
[01:35:18] 消化這100萬個包裹
[01:35:19] 他可以以後臺的這些
[01:35:20] 解析的一些洞察
[01:35:22] 來提供呢
[01:35:23] 不同的這個增值服務
[01:35:24] 像這種東西
[01:35:25] 就是有一點像
[01:35:26] 開創新業務
[01:35:27] 那
[01:35:27] 但我們今天呢
[01:35:29] 主要呢
[01:35:29] 會跟大家分享一下
[01:35:30] 重塑這個事情
[01:35:31] 那
[01:35:32] 重塑這個東西呢
[01:35:33] 如果我們跟
[01:35:34] 這個一般的這個
[01:35:35] 剛才講到的
[01:35:36] 用工具
[01:35:36] deploy來比較的話呢
[01:35:38] 那
[01:35:39] 你
[01:35:39] 左邊的部分呢
[01:35:41] 你會看到我們有兩個
[01:35:41] 一個是不是重塑嘛
[01:35:43] 不是重塑呢
[01:35:43] 是指說
[01:35:44] 你一般如果只是deploy
[01:35:45] 部署工具的話
[01:35:46] 然後呢
[01:35:47] 中間有一個寫重塑
[01:35:48] 你看到呢
[01:35:49] 通常他提升的
[01:35:50] 這個價值創造
[01:35:51] 是很不一樣的
[01:35:52] 左邊呢
[01:35:52] 你用工具
[01:35:53] 這個 again
[01:35:54] 這是我們一個平均的觀察
[01:35:55] 大概呢
[01:35:56] 你的KPI
[01:35:57] 這個不管是營收啦
[01:35:59] 或是利潤等等
[01:36:00] 頂多是提升
[01:36:01] 這個10%到15%
[01:36:02] 當然這也不錯了
[01:36:03] 所以呢
[01:36:04] 還是挺好的
[01:36:05] 但是呢
[01:36:05] 如果你真的是要一個
[01:36:07] fundamental的改變
[01:36:07] 你可能就要考慮重塑
[01:36:09] 重塑呢
[01:36:10] 我們現在的觀察
[01:36:11] 就是你可以提升30%
[01:36:12] 甚至我們有些客戶呢
[01:36:13] 拉到90%
[01:36:14] 所以是非常大的一個改變
[01:36:16] 但這裡面呢
[01:36:17] 其實不是呢
[01:36:18] 只是有AI的
[01:36:19] 所謂的工具的匯入
[01:36:21] 這裡面可能牽扯到呢
[01:36:23] 你的組織架構要重新思考
[01:36:24] 你牽扯到呢
[01:36:25] 你的工作流程要重新思考
[01:36:27] 可能牽扯到你的工具呢
[01:36:28] 你不一定能夠直接拿
[01:36:29] 市售的工具出來
[01:36:30] 你必須圍繞著你的場景
[01:36:32] 重新的這個客製化你的工具
[01:36:34] 等等的
[01:36:35] 而且當然要大規模的培訓
[01:36:37] 跟這個up scale
[01:36:38] 等等的
[01:36:39] 所以你要做的那個reshape
[01:36:41] 就是重塑的事情呢
[01:36:43] 是非常多的
[01:36:44] 那但基本上
[01:36:45] 你要怎麼實現
[01:36:46] 我給各位一個想象空間
[01:36:48] 比方說呢
[01:36:49] 如果你今天在考慮一個
